Federal Election Commission,2022,Contract,13736706.98,13736706.98,1.000000
Federal Labor Relations Authority,2022,Contract,1743358.55,1743358.55,1.000000
Federal Maritime Commission,2022,Contract,4854941.07,4854941.07,1.000000
Federal Mediation and Conciliation Service,2022,Contract,4887463.09,4887463.09,1.000000
Federal Mine Safety and Health Review Commission,2022,Contract,1665734.07,1665734.07,1.000000
Federal Trade Commission,2022,Contract,90205636.56,90205636.56,1.000000
General Services Administration,2022,Contract,21187226706.08,21187226706.08,1.000000
Government Accountability Office,2022,Contract,101626495.49,101626495.49,1.000000
Gulf Coast Ecosystem Restoration Council,2022,Assistance,149423381.00,149423381.00,1.000000
Institute of Museum and Library Services,2022,Assistance,262879532.98,272120641.19,0.966040
Institute of Museum and Library Services,2022,Contract,9241108.21,272120641.19,0.033959
Inter-American Foundation,2022,Assistance,26483269.00,26483269.00,1.000000
International Trade Commission,2022,Contract,14952431.45,14952431.45,1.000000
John F. Kennedy Center for the Performing Arts,2022,Contract,-650545.64,-650545.64,1.000000
Merit Systems Protection Board,2022,Contract,3885597.79,3885597.79,1.000000
Millennium Challenge Corporation,2022,Assistance,205380326.79,315240458.11,0.651503
Millennium Challenge Corporation,2022,Contract,109860131.32,315240458.11,0.348496
Morris K. Udall and Stewart L. Udall Foundation,2022,Contract,1107817.74,1107817.74,1.000000
National Aeronautics and Space Administration,2022,Assistance,1324929127.26,21248234234.23,0.062354
National Aeronautics and Space Administration,2022,Contract,19923305106.97,21248234234.23,0.937645
National Archives and Records Administration,2022,Assistance,12759260.49,205629136.15,0.062049
National Archives and Records Administration,2022,Contract,192869875.66,205629136.15,0.937950
National Credit Union Administration,2022,Assistance,1301518.07,1301518.07,1.000000
National Endowment for the Arts,2022,Assistance,224160021.37,227525928.60,0.985206
National Endowment for the Arts,2022,Contract,3365907.23,227525928.60,0.014793
National Endowment for the Humanities,2022,Assistance,193194048.67,196799615.89,0.981678
National Endowment for the Humanities,2022,Contract,3605567.22,196799615.89,0.018321
National Labor Relations Board,2022,Contract,24052576.99,24052576.99,1.000000
National Science Foundation,2022,Assistance,8187049644.00,8764542322.96,0.934110
National Science Foundation,2022,Contract,577492678.96,8764542322.96,0.065889
National Transportation Safety Board,2022,Contract,12814944.94,12814944.94,1.000000
Nuclear Regulatory Commission,2022,Assistance,12566817.21,185059624.54,0.067906
Nuclear Regulatory Commission,2022,Contract,172492807.33,185059624.54,0.932093
Occupational Safety and Health Review Commission,2022,Contract,1236778.16,1236778.16,1.000000
Office of Personnel Management,2022,Contract,460723775.12,460723775.12,1.000000
Peace Corps,2022,Contract,146106378.81,146106378.81,1.000000
Pension Benefit Guaranty Corporation,2022,Assistance,7781048155.14,8175413019.27,0.951762
Pension Benefit Guaranty Corporation,2022,Contract,394364864.13,8175413019.27,0.048237
Railroad Retirement Board,2022,Assistance,13552382629.76,13607955775.22,0.995916
Railroad Retirement Board,2022,Contract,55573145.46,13607955775.22,0.004083
Securities and Exchange Commission,2022,Contract,558645943.04,558645943.04,1.000000
Selective Service System,2022,Contract,5302075.70,5302075.70,1.000000
Small Business Administration,2022,Assistance,20582871604.35,21243714376.77,0.968892
Small Business Administration,2022,Contract,660842772.42,21243714376.77,0.031107
Social Security Administration,2022,Assistance,1266997188725.41,1268992290456.08,0.998427
Social Security Administration,2022,Contract,1995101730.67,1268992290456.08,0.001572
U.S. Agency for Global Media,2022,Assistance,501009823.00,642875431.91,0.779326
U.S. Agency for Global Media,2022,Contract,141865608.91,642875431.91,0.220673
U.S. International Development Finance Corporation,2022,Assistance,920553314.05,971137210.88,0.947912
U.S. International Development Finance Corporation,2022,Contract,50583896.83,971137210.88,0.052087
United States Chemical Safety Board,2022,Contract,1045993.01,1045993.01,1.000000
United States Trade and Development Agency,2022,Contract,19603406.05,19603406.05,1.000000
Administrative Conference of the U.S.,2021,Contract,194608.16,194608.16,1.000000
Agency for International Development,2021,Assistance,17679512149.00,23255746546.48,0.760221
Agency for International Development,2021,Contract,5576234397.48,23255746546.48,0.239778
Appalachian Regional Commission,2021,Assistance,26763564.00,26763564.00,1.000000
Committee for Purchase from People Who Are Blind or Severely Disabled,2021,Contract,3110600.97,3110600.97,1.000000
Commodity Futures Trading Commission,2021,Contract,77535243.95,77535243.95,1.000000
Consumer Financial Protection Bureau,2021,Contract,118062293.09,118062293.09,1.000000
Consumer Product Safety Commission,2021,Assistance,867267.00,41885115.16,0.020705
Consumer Product Safety Commission,2021,Contract,41017848.16,41885115.16,0.979294
Corporation for National and Community Service,2021,Assistance,896385103.53,934503034.03,0.959210
Corporation for National and Community Service,2021,Contract,38117930.50,934503034.03,0.040789
Council of the Inspectors General on Integrity and Efficiency,2021,Contract,1561106.08,1561106.08,1.000000
Court Services and Offender Supervision Agency,2021,Contract,37638930.00,37638930.00,1.000000
Defense Nuclear Facilities Safety Board,2021,Contract,6503831.58,6503831.58,1.000000
Delta Regional Authority,2021,Assistance,5526461.00,5526461.00,1.000000
Denali Commission,2021,Assistance,14605593.93,14605593.93,1.000000
Department of Agriculture,2021,Assistance,214912116230.76,224793231657.13,0.956043
Department of Agriculture,2021,Contract,9881115426.37,224793231657.13,0.043956
Department of Commerce,2021,Assistance,3008790701.51,7507853250.78,0.400752
Department of Commerce,2021,Contract,4499062549.27,7507853250.78,0.599247
Department of Defense,2021,Assistance,8374920150.43,395294921132.29,0.021186
Department of Defense,2021,Contract,386920000981.86,395294921132.29,0.978813
Department of Education,2021,Assistance,310374690714.06,313062996728.61,0.991412
Department of Education,2021,Contract,2688306014.55,313062996728.61,0.008587
Department of Energy,2021,Assistance,3911652913.74,42471641363.60,0.092100
Department of Energy,2021,Contract,38559988449.86,42471641363.60,0.907899
Department of Health and Human Services,2021,Assistance,1639917270198.07,1678746316327.48,0.976870
Department of Health and Human Services,2021,Contract,38829046129.41,1678746316327.48,0.023129
Department of Homeland Security,2021,Assistance,46085961544.16,65892957237.86,0.699406
Department of Homeland Security,2021,Contract,19806995693.70,65892957237.86,0.300593
Department of Housing and Urban Development,2021,Assistance,82445914262.44,83129597072.72,0.991775
Department of Housing and Urban Development,2021,Contract,683682810.28,83129597072.72,0.008224
Department of Justice,2021,Assistance,2823756154.38,12556429678.73,0.224885
Department of Justice,2021,Contract,9732673524.35,12556429678.73,0.775114
Department of Labor,2021,Assistance,14514311021.17,16879291371.56,0.859888
Department of Labor,2021,Contract,2364980350.39,16879291371.56,0.140111
Department of State,2021,Assistance,10702397729.38,20514036305.05,0.521710
Department of State,2021,Contract,9811638575.67,20514036305.05,0.478289
Department of the Interior,2021,Assistance,8498131068.19,13590768037.33,0.625287
Department of the Interior,2021,Contract,5092636969.14,13590768037.33,0.374712
Department of the Treasury,2021,Assistance,440561081340.78,450124020938.24,0.978754
Department of the Treasury,2021,Contract,9562939597.46,450124020938.24,0.021245
Department of Transportation,2021,Assistance,100260310191.65,108125101323.58,0.927262
Department of Transportation,2021,Contract,7864791131.93,108125101323.58,0.072737
Department of Veterans Affairs,2021,Assistance,206550417460.84,254234215119.37,0.812441
Department of Veterans Affairs,2021,Contract,47683797658.53,254234215119.37,0.187558
District of Columbia Courts,2021,Contract,31201876.44,31201876.44,1.000000
Election Assistance Commission,2021,Assistance,-37679039.56,-37679039.56,1.000000
Environmental Protection Agency,2021,Assistance,4945269709.56,6143189793.61,0.805000
Environmental Protection Agency,2021,Contract,1197920084.05,6143189793.61,0.194999
Equal Employment Opportunity Commission,2021,Contract,62107758.05,62107758.05,1.000000
Executive Office of the President,2021,Assistance,295380305.17,361282553.53,0.817588
Executive Office of the President,2021,Contract,65902248.36,361282553.53,0.182411
Export-Import Bank of the United States,2021,Assistance,-96516198.32,-64339564.80,1.500106
Export-Import Bank of the United States,2021,Contract,32176633.52,-64339564.80,-0.500106
Federal Communications Commission,2021,Assistance,7418988190.58,7767054853.79,0.955186
Federal Communications Commission,2021,Contract,348066663.21,7767054853.79,0.044813
Federal Election Commission,2021,Contract,11875655.92,11875655.92,1.000000
Federal Labor Relations Authority,2021,Contract,2220555.37,2220555.37,1.000000
Federal Maritime Commission,2021,Contract,3456925.47,3456925.47,1.000000
Federal Mediation and Conciliation Service,2021,Contract,4361528.01,4361528.01,1.000000
Federal Mine Safety and Health Review Commission,2021,Contract,3904432.29,3904432.29,1.000000
Federal Trade Commission,2021,Contract,83807831.23,83807831.23,1.000000
General Services Administration,2021,Contract,18340348671.96,18340348671.96,1.000000
Government Accountability Office,2021,Contract,108773527.92,108773527.92,1.000000
Gulf Coast Ecosystem Restoration Council,2021,Assistance,97223460.45,97223460.45,1.000000
Institute of Museum and Library Services,2021,Assistance,426193911.92,432186351.12,0.986134
Institute of Museum and Library Services,2021,Contract,5992439.20,432186351.12,0.013865
Inter-American Foundation,2021,Assistance,30266502.98,30266502.98,1.000000
International Trade Commission,2021,Contract,13568525.05,13568525.05,1.000000
John F. Kennedy Center for the Performing Arts,2021,Contract,2736805.34,2736805.34,1.000000
Merit Systems Protection Board,2021,Contract,3911967.34,3911967.34,1.000000
Millennium Challenge Corporation,2021,Assistance,864887753.83,962726259.05,0.898373
Millennium Challenge Corporation,2021,Contract,97838505.22,962726259.05,0.101626
Morris K. Udall and Stewart L. Udall Foundation,2021,Contract,220917.64,220917.64,1.000000
National Aeronautics and Space Administration,2021,Assistance,1214231006.57,20388232530.70,0.059555
National Aeronautics and Space Administration,2021,Contract,19174001524.13,20388232530.70,0.940444
National Archives and Records Administration,2021,Assistance,6634706.86,177611693.26,0.037355
National Archives and Records Administration,2021,Contract,170976986.40,177611693.26,0.962644
National Credit Union Administration,2021,Assistance,1313743.34,1313743.34,1.000000
National Endowment for the Arts,2021,Assistance,185018611.87,188035914.12,0.983953
National Endowment for the Arts,2021,Contract,3017302.25,188035914.12,0.016046
National Endowment for the Humanities,2021,Assistance,211873548.55,214182582.71,0.989219
National Endowment for the Humanities,2021,Contract,2309034.16,214182582.71,0.010780
National Labor Relations Board,2021,Contract,18543941.57,18543941.57,1.000000
National Science Foundation,2021,Assistance,7853077108.00,8351184165.82,0.940354
National Science Foundation,2021,Contract,498107057.82,8351184165.82,0.059645
National Transportation Safety Board,2021,Contract,16170728.50,16170728.50,1.000000
Nuclear Regulatory Commission,2021,Assistance,19170244.28,181296379.57,0.105739
Nuclear Regulatory Commission,2021,Contract,162126135.29,181296379.57,0.894260
Nuclear Waste Technical Review Board,2021,Contract,29835.08,29835.08,1.000000
Occupational Safety and Health Review Commission,2021,Contract,993368.68,993368.68,1.000000
Office of Personnel Management,2021,Contract,471344351.91,471344351.91,1.000000
Peace Corps,2021,Contract,109729246.47,109729246.47,1.000000
Pension Benefit Guaranty Corporation,2021,Assistance,229695676.42,605495676.60,0.379351
Pension Benefit Guaranty Corporation,2021,Contract,375800000.18,605495676.60,0.620648
Railroad Retirement Board,2021,Assistance,13437538991.26,13493392791.25,0.995860
Railroad Retirement Board,2021,Contract,55853799.99,13493392791.25,0.004139
Securities and Exchange Commission,2021,Contract,549960116.77,549960116.77,1.000000
Selective Service System,2021,Contract,5384604.07,5384604.07,1.000000
Small Business Administration,2021,Assistance,332988681371.27,334142640929.46,0.996546
Small Business Administration,2021,Contract,1153959558.19,334142640929.46,0.003453
Social Security Administration,2021,Assistance,1181750588453.40,1183584582910.70,0.998450
Social Security Administration,2021,Contract,1833994457.30,1183584582910.70,0.001549
U.S. Agency for Global Media,2021,Assistance,464860186.69,631708788.99,0.735877
U.S. Agency for Global Media,2021,Contract,166848602.30,631708788.99,0.264122
U.S. International Development Finance Corporation,2021,Assistance,2004411166.40,2045711154.70,0.979811
U.S. International Development Finance Corporation,2021,Contract,41299988.30,2045711154.70,0.020188
United States Trade and Development Agency,2021,Contract,18174818.07,18174818.07,1.000000
Administrative Conference of the U.S.,2020,Contract,234001.44,234001.44,1.000000
Agency for International Development,2020,Assistance,15060934651.38,21207756241.75,0.710161
Agency for International Development,2020,Contract,6146821590.37,21207756241.75,0.289838
Appalachian Regional Commission,2020,Assistance,104302601.00,104302601.00,1.000000
Committee for Purchase from People Who Are Blind or Severely Disabled,2020,Contract,2481994.47,2481994.47,1.000000
Commodity Futures Trading Commission,2020,Contract,66165653.28,66165653.28,1.000000
Consumer Financial Protection Bureau,2020,Contract,98635262.24,98635262.24,1.000000
Consumer Product Safety Commission,2020,Assistance,-123532.00,34081768.17,-0.003624
Consumer Product Safety Commission,2020,Contract,34205300.17,34081768.17,1.003624
Corporation for National and Community Service,2020,Assistance,600646715.08,670923790.58,0.895253
Corporation for National and Community Service,2020,Contract,70277075.50,670923790.58,0.104746
Council of the Inspectors General on Integrity and Efficiency,2020,Contract,7162960.09,7162960.09,1.000000
Court Services and Offender Supervision Agency,2020,Contract,41120129.05,41120129.05,1.000000
Defense Nuclear Facilities Safety Board,2020,Contract,3520671.65,3520671.65,1.000000
Delta Regional Authority,2020,Assistance,27094251.00,27094251.00,1.000000
Denali Commission,2020,Assistance,8896725.09,8896725.09,1.000000
Department of Agriculture,2020,Assistance,155337998552.47,168156134419.69,0.923772
Department of Agriculture,2020,Contract,12818135867.22,168156134419.69,0.076227
Department of Commerce,2020,Assistance,3254999059.89,9085397490.75,0.358267
Department of Commerce,2020,Contract,5830398430.86,9085397490.75,0.641732
Department of Defense,2020,Assistance,9430037757.73,431875930950.73,0.021835
Department of Defense,2020,Contract,422445893193.00,431875930950.73,0.978164
Department of Education,2020,Assistance,107365608327.57,110330189988.53,0.973129
Department of Education,2020,Contract,2964581660.96,110330189988.53,0.026870
Department of Energy,2020,Assistance,3715706883.90,39694500735.39,0.093607
Department of Energy,2020,Contract,35978793851.49,39694500735.39,0.906392
Department of Health and Human Services,2020,Assistance,1627552219911.14,1668255438523.85,0.975601
Department of Health and Human Services,2020,Contract,40703218612.71,1668255438523.85,0.024398
Department of Homeland Security,2020,Assistance,73287475507.75,92945897173.53,0.788496
Department of Homeland Security,2020,Contract,19658421665.78,92945897173.53,0.211503
Department of Housing and Urban Development,2020,Assistance,56050661323.32,56779172281.59,0.987169
Department of Housing and Urban Development,2020,Contract,728510958.27,56779172281.59,0.012830
Department of Justice,2020,Assistance,4292473649.67,13230370824.33,0.324440
Department of Justice,2020,Contract,8937897174.66,13230370824.33,0.675559
Department of Labor,2020,Assistance,13024741385.51,15212197424.87,0.856203
Department of Labor,2020,Contract,2187456039.36,15212197424.87,0.143796
Department of State,2020,Assistance,9077078251.79,18349114893.13,0.494687
Department of State,2020,Contract,9272036641.34,18349114893.13,0.505312
Department of the Interior,2020,Assistance,7094701730.82,11613681120.29,0.610891
Department of the Interior,2020,Contract,4518979389.47,11613681120.29,0.389108
Department of the Treasury,2020,Assistance,176647692305.55,183214752041.96,0.964156
Department of the Treasury,2020,Contract,6567059736.41,183214752041.96,0.035843
Department of Transportation,2020,Assistance,104941959473.50,112719866473.03,0.930997
Department of Transportation,2020,Contract,7777906999.53,112719866473.03,0.069002
Department of Veterans Affairs,2020,Assistance,187187223121.54,226724635842.14,0.825614
Department of Veterans Affairs,2020,Contract,39537412720.60,226724635842.14,0.174385
Election Assistance Commission,2020,Assistance,823863411.00,823863411.00,1.000000
Environmental Protection Agency,2020,Assistance,4832211268.26,5994003599.75,0.806174
Environmental Protection Agency,2020,Contract,1161792331.49,5994003599.75,0.193825
Equal Employment Opportunity Commission,2020,Contract,64182824.14,64182824.14,1.000000
Executive Office of the President,2020,Assistance,282252346.74,327692568.39,0.861332
Executive Office of the President,2020,Contract,45440221.65,327692568.39,0.138667
Export-Import Bank of the United States,2020,Assistance,-51661912.30,-6340060.10,8.148489
Export-Import Bank of the United States,2020,Contract,45321852.20,-6340060.10,-7.148489
Federal Communications Commission,2020,Assistance,32891637915.66,33092885636.97,0.993918
Federal Communications Commission,2020,Contract,201247721.31,33092885636.97,0.006081
Federal Election Commission,2020,Contract,11706081.79,11706081.79,1.000000
Federal Labor Relations Authority,2020,Contract,2321839.14,2321839.14,1.000000
Federal Maritime Commission,2020,Contract,2409637.29,2409637.29,1.000000
Federal Mediation and Conciliation Service,2020,Contract,4247559.08,4247559.08,1.000000
Federal Mine Safety and Health Review Commission,2020,Contract,3212736.16,3212736.16,1.000000
Federal Trade Commission,2020,Contract,83797268.31,83797268.31,1.000000
General Services Administration,2020,Contract,17612363593.89,17612363593.89,1.000000
Government Accountability Office,2020,Contract,85719069.74,85719069.74,1.000000
Gulf Coast Ecosystem Restoration Council,2020,Assistance,138933183.01,138933183.01,1.000000
Institute of Museum and Library Services,2020,Assistance,283368554.62,288901866.94,0.980847
Institute of Museum and Library Services,2020,Contract,5533312.32,288901866.94,0.019152
Inter-American Foundation,2020,Assistance,26483946.34,26483946.34,1.000000
International Trade Commission,2020,Contract,10428333.92,10428333.92,1.000000
John F. Kennedy Center for the Performing Arts,2020,Contract,8692562.76,8692562.76,1.000000
Marine Mammal Commission,2020,Contract,62550.00,62550.00,1.000000
Merit Systems Protection Board,2020,Contract,3111703.67,3111703.67,1.000000
Millennium Challenge Corporation,2020,Assistance,-142303000.80,-47084339.44,3.022300
Millennium Challenge Corporation,2020,Contract,95218661.36,-47084339.44,-2.022300
National Aeronautics and Space Administration,2020,Assistance,1163463179.32,20102411360.29,0.057876
National Aeronautics and Space Administration,2020,Contract,18938948180.97,20102411360.29,0.942123
National Archives and Records Administration,2020,Assistance,5292841.08,150572438.44,0.035151
National Archives and Records Administration,2020,Contract,145279597.36,150572438.44,0.964848
National Credit Union Administration,2020,Assistance,2061090.05,2061090.05,1.000000
National Endowment for the Arts,2020,Assistance,205334611.34,208889379.10,0.982982
National Endowment for the Arts,2020,Contract,3554767.76,208889379.10,0.017017
National Endowment for the Humanities,2020,Assistance,197445340.29,199709147.22,0.988664
National Endowment for the Humanities,2020,Contract,2263806.93,199709147.22,0.011335
National Labor Relations Board,2020,Contract,30542646.14,30542646.14,1.000000
National Science Foundation,2020,Assistance,7447875535.00,7951213892.29,0.936696
National Science Foundation,2020,Contract,503338357.29,7951213892.29,0.063303
National Transportation Safety Board,2020,Contract,10529524.71,10529524.71,1.000000
Nuclear Regulatory Commission,2020,Assistance,648872.41,179381922.99,0.003617
Nuclear Regulatory Commission,2020,Contract,178733050.58,179381922.99,0.996382
Occupational Safety and Health Review Commission,2020,Contract,1492228.29,1492228.29,1.000000
Office of Personnel Management,2020,Contract,357960280.36,357960280.36,1.000000
Overseas Private Investment Corporation,2020,Contract,7050888.06,7050888.06,1.000000
Peace Corps,2020,Contract,126545299.94,126545299.94,1.000000
Pension Benefit Guaranty Corporation,2020,Assistance,172506596.49,531733249.92,0.324423
Pension Benefit Guaranty Corporation,2020,Contract,359226653.43,531733249.92,0.675576
Railroad Retirement Board,2020,Assistance,13461348831.26,13503507636.95,0.996877
Railroad Retirement Board,2020,Contract,42158805.69,13503507636.95,0.003122
Securities and Exchange Commission,2020,Contract,521540577.09,521540577.09,1.000000
Selective Service System,2020,Contract,6087759.95,6087759.95,1.000000
Small Business Administration,2020,Assistance,578901820792.42,580427817293.70,0.997370
Small Business Administration,2020,Contract,1525996501.28,580427817293.70,0.002629
Social Security Administration,2020,Assistance,1143048762205.28,1145176271752.11,0.998142
Social Security Administration,2020,Contract,2127509546.83,1145176271752.11,0.001857
U.S. Agency for Global Media,2020,Assistance,292610775.00,453731776.59,0.644898
U.S. Agency for Global Media,2020,Contract,161121001.59,453731776.59,0.355101
U.S. International Development Finance Corporation,2020,Assistance,113663168.49,144535043.39,0.786405
U.S. International Development Finance Corporation,2020,Contract,30871874.90,144535043.39,0.213594
United States Chemical Safety Board,2020,Contract,33825.04,33825.04,1.000000
United States Trade and Development Agency,2020,Contract,26821087.15,26821087.15,1.000000
Administrative Conference of the U.S.,2019,Contract,217547.36,217547.36,1.000000
Agency for International Development,2019,Assistance,11495019434.76,17079425549.52,0.673033
Agency for International Development,2019,Contract,5584406114.76,17079425549.52,0.326966
Appalachian Regional Commission,2019,Assistance,65291544.00,65291544.00,1.000000
Committee for Purchase from People Who Are Blind or Severely Disabled,2019,Contract,2325391.26,2325391.26,1.000000
Commodity Futures Trading Commission,2019,Contract,66342762.90,66342762.90,1.000000
Consumer Financial Protection Bureau,2019,Contract,61075558.03,61075558.03,1.000000
Consumer Product Safety Commission,2019,Assistance,1940098.00,32564303.03,0.059577
Consumer Product Safety Commission,2019,Contract,30624205.03,32564303.03,0.940422
Corporation for National and Community Service,2019,Assistance,622597749.72,712568224.80,0.873737
Corporation for National and Community Service,2019,Contract,89970475.08,712568224.80,0.126262
Council of the Inspectors General on Integrity and Efficiency,2019,Contract,824966.03,824966.03,1.000000
Court Services and Offender Supervision Agency,2019,Contract,44323953.65,44323953.65,1.000000
Defense Nuclear Facilities Safety Board,2019,Contract,6138138.14,6138138.14,1.000000
Delta Regional Authority,2019,Assistance,17734073.00,17734073.00,1.000000
Denali Commission,2019,Assistance,-89690414.77,-89690414.77,1.000000
Department of Agriculture,2019,Assistance,115246923869.50,122787783145.28,0.938586
Department of Agriculture,2019,Contract,7540859275.78,122787783145.28,0.061413
Department of Commerce,2019,Assistance,2197649290.87,7732033837.40,0.284226
Department of Commerce,2019,Contract,5534384546.53,7732033837.40,0.715773
Department of Defense,2019,Assistance,7685349688.94,391181443175.17,0.019646
Department of Defense,2019,Contract,383496093486.23,391181443175.17,0.980353
Department of Education,2019,Assistance,77403470910.43,80294310825.64,0.963996
Department of Education,2019,Contract,2890839915.21,80294310825.64,0.036003
Department of Energy,2019,Assistance,3686573316.89,36998142151.80,0.099642
Department of Energy,2019,Contract,33311568834.91,36998142151.80,0.900357
Department of Health and Human Services,2019,Assistance,1294230281121.00,1320730009670.09,0.979935
Department of Health and Human Services,2019,Contract,26499728549.09,1320730009670.09,0.020064
Department of Homeland Security,2019,Assistance,13705788369.12,31351223103.33,0.437169
Department of Homeland Security,2019,Contract,17645434734.21,31351223103.33,0.562830
Department of Housing and Urban Development,2019,Assistance,46901602832.04,48028614355.98,0.976534
Department of Housing and Urban Development,2019,Contract,1127011523.94,48028614355.98,0.023465
Department of Justice,2019,Assistance,4793752672.02,13375600391.54,0.358395
Department of Justice,2019,Contract,8581847719.52,13375600391.54,0.641604
Department of Labor,2019,Assistance,8070077772.29,10124918854.79,0.797051
Department of Labor,2019,Contract,2054841082.50,10124918854.79,0.202948
Department of State,2019,Assistance,7669735068.27,17207945765.92,0.445708
Department of State,2019,Contract,9538210697.65,17207945765.92,0.554291
Department of the Interior,2019,Assistance,6328031939.52,10240708178.78,0.617929
Department of the Interior,2019,Contract,3912676239.26,10240708178.78,0.382070
Department of the Treasury,2019,Assistance,369450255.53,5057213038.23,0.073054
Department of the Treasury,2019,Contract,4687762782.70,5057213038.23,0.926945
Department of Transportation,2019,Assistance,67619711799.27,74397386985.76,0.908899
Department of Transportation,2019,Contract,6777675186.49,74397386985.76,0.091100
Department of Veterans Affairs,2019,Assistance,184089206043.64,212900806390.32,0.864671
Department of Veterans Affairs,2019,Contract,28811600346.68,212900806390.32,0.135328
Environmental Protection Agency,2019,Assistance,4418308804.50,5634024556.46,0.784218
Environmental Protection Agency,2019,Contract,1215715751.96,5634024556.46,0.215781
Equal Employment Opportunity Commission,2019,Contract,58663903.09,58663903.09,1.000000
Executive Office of the President,2019,Assistance,302576644.11,361122194.33,0.837878
Executive Office of the President,2019,Contract,58545550.22,361122194.33,0.162121
Export-Import Bank of the United States,2019,Contract,47541994.08,47541994.08,1.000000
Federal Communications Commission,2019,Assistance,-122219.00,203378833.45,-0.000600
Federal Communications Commission,2019,Contract,203501052.45,203378833.45,1.000600
Federal Election Commission,2019,Contract,15582527.62,15582527.62,1.000000
Federal Labor Relations Authority,2019,Contract,3171113.98,3171113.98,1.000000
Federal Maritime Commission,2019,Contract,3314190.87,3314190.87,1.000000
Federal Mediation and Conciliation Service,2019,Contract,3681980.20,3681980.20,1.000000
Federal Mine Safety and Health Review Commission,2019,Contract,2435368.43,2435368.43,1.000000
Federal Trade Commission,2019,Contract,77510504.09,77510504.09,1.000000
General Services Administration,2019,Contract,16096085622.16,16096085622.16,1.000000
Government Accountability Office,2019,Contract,82899360.74,82899360.74,1.000000
Gulf Coast Ecosystem Restoration Council,2019,Assistance,38029887.00,38029887.00,1.000000
Institute of Museum and Library Services,2019,Assistance,225389043.93,229472874.34,0.982203
Institute of Museum and Library Services,2019,Contract,4083830.41,229472874.34,0.017796
Inter-American Foundation,2019,Assistance,18305082.55,18305082.55,1.000000
International Trade Commission,2019,Contract,13731692.35,13731692.35,1.000000
John F. Kennedy Center for the Performing Arts,2019,Contract,12030361.18,12030361.18,1.000000
Marine Mammal Commission,2019,Contract,451806.84,451806.84,1.000000
Merit Systems Protection Board,2019,Contract,4119229.00,4119229.00,1.000000
Millennium Challenge Corporation,2019,Assistance,446191981.58,573305664.92,0.778279
Millennium Challenge Corporation,2019,Contract,127113683.34,573305664.92,0.221720
National Aeronautics and Space Administration,2019,Assistance,1177511300.03,18907043237.32,0.062278
National Aeronautics and Space Administration,2019,Contract,17729531937.29,18907043237.32,0.937721
National Archives and Records Administration,2019,Assistance,7074490.38,160657467.71,0.044034
National Archives and Records Administration,2019,Contract,153582977.33,160657467.71,0.955965
National Capital Planning Commission,2019,Contract,50004.00,50004.00,1.000000
National Credit Union Administration,2019,Assistance,3854563.90,3854563.90,1.000000
National Endowment for the Arts,2019,Assistance,120203781.53,124728526.44,0.963723
National Endowment for the Arts,2019,Contract,4524744.91,124728526.44,0.036276
National Endowment for the Humanities,2019,Assistance,125801031.04,128277874.61,0.980691
National Endowment for the Humanities,2019,Contract,2476843.57,128277874.61,0.019308
National Labor Relations Board,2019,Contract,31872986.97,31872986.97,1.000000
National Science Foundation,2019,Assistance,7303589901.00,7809827312.34,0.935179
National Science Foundation,2019,Contract,506237411.34,7809827312.34,0.064820
National Transportation Safety Board,2019,Contract,11868926.78,11868926.78,1.000000
Nuclear Regulatory Commission,2019,Assistance,15472319.43,202132822.60,0.076545
Nuclear Regulatory Commission,2019,Contract,186660503.17,202132822.60,0.923454
Occupational Safety and Health Review Commission,2019,Contract,1531817.34,1531817.34,1.000000
Office of Personnel Management,2019,Contract,986237155.32,986237155.32,1.000000
Overseas Private Investment Corporation,2019,Assistance,-441981827.21,-403569211.97,1.095182
Overseas Private Investment Corporation,2019,Contract,38412615.24,-403569211.97,-0.095182
Peace Corps,2019,Contract,128760864.66,128760864.66,1.000000
Pension Benefit Guaranty Corporation,2019,Assistance,160141893.32,497944792.43,0.321605
Pension Benefit Guaranty Corporation,2019,Contract,337802899.11,497944792.43,0.678394
Railroad Retirement Board,2019,Assistance,13056728233.67,13096547214.09,0.996959
Railroad Retirement Board,2019,Contract,39818980.42,13096547214.09,0.003040
Securities and Exchange Commission,2019,Contract,460620277.62,460620277.62,1.000000
Selective Service System,2019,Contract,5792447.49,5792447.49,1.000000
Small Business Administration,2019,Assistance,314722981.93,469962892.26,0.669676
Small Business Administration,2019,Contract,155239910.33,469962892.26,0.330323
Social Security Administration,2019,Assistance,1090668184647.43,1092364506094.14,0.998447
Social Security Administration,2019,Contract,1696321446.71,1092364506094.14,0.001552
U.S. Agency for Global Media,2019,Assistance,421031592.00,604654106.33,0.696318
U.S. Agency for Global Media,2019,Contract,183622514.33,604654106.33,0.303681
United States Chemical Safety Board,2019,Contract,-154688.57,-154688.57,1.000000
United States Trade and Development Agency,2019,Contract,24186813.75,24186813.75,1.000000
Administrative Conference of the U.S.,2018,Contract,294906.00,294906.00,1.000000
Agency for International Development,2018,Assistance,11954438004.00,17079858653.81,0.699914
Agency for International Development,2018,Contract,5125420649.81,17079858653.81,0.300085
Appalachian Regional Commission,2018,Assistance,750000.00,750000.00,1.000000
Committee for Purchase from People Who Are Blind or Severely Disabled,2018,Contract,1258292.32,1258292.32,1.000000
Commodity Futures Trading Commission,2018,Contract,57090073.90,57090073.90,1.000000
